occ2010,AIOE,dv_rating_beta,human_rating_beta,genaiexp_estz_total,genaiexp_estz_core,ai_applicability_score,pca_score
0310,-0.12131120000000002,0.4166666666666666,0.3958333333333333,0.19642857000000005,0.14285715000000002,0.10019100938754089,-0.09903185400609688
0340,0.40217260000000005,0.45652173913043476,0.3804347826086956,0.22916667000000004,0.20833333000000007,0.20840197509268943,0.7376358702888622
0350,1.2602589999999998,0.4285714285714285,0.3714285714285714,0.30555554999999995,0.27777778999999997,0.1632890896536951,1.1347713438517
0360,1.327906,0.5306967984934087,0.48653254329153456,0.43073595,0.4025974,0.1175215751035497,1.9059149036613776
0410,1.2153959999999997,0.4431818181818181,0.4318181818181818,0.35185184999999997,0.20370369999999993,0.1393378763368064,1.1117720146677001
0420,1.156153,0.3928571428571428,0.4464285714285714,0.375,0.25,0.1558151951411868,1.219176798528456
0425,1.0307679999999997,0.4222222222222222,0.6,0.5217391299999999,0.5217391299999999,0.200344931661985,2.5183587468157818
0430,0.4769374753650237,0.45991323010731805,0.4240757379582981,0.22450182502386767,0.21064893987549496,0.1821717444939317,0.7658411611166172
0500,1.0685590000000005,0.5434782608695652,0.36956521739130427,0.5357142700000002,0.4285714300000001,0.2688759857688543,2.3694811822177284
0510,NA,NA,NA,NA,NA,NA,NA
0520,NA,NA,NA,NA,NA,NA,NA
0530,NA,NA,NA,NA,NA,NA,NA
0540,1.2588191877476276,0.5195019340813912,0.49024903295930433,0.4946633284920007,0.3937913133679006,0.20866463191026527,2.287092714054907
0565,0.6979597995152186,0.5263042749310427,0.5265367802901109,0.39145254072162816,0.26041007235645275,0.2003403916846452,1.6558475567732829
0600,1.3676690000000002,0.5,0.4807692307692308,0.42857143000000003,0.39285713,0.2547360531717686,2.3197178749452596
0630,1.3576429432597765,0.6378399828408067,0.5790779902124779,0.4517858939738004,0.3561237306308654,0.1918981970063904,2.514960821984957
0640,1.4409849999999997,0.4736842105263157,0.4736842105263157,0.60416669,0.375,0.1671532331445428,2.2512242196256054
0650,1.1984090000000005,0.5526315789473684,0.5921052631578947,0.4749999900000001,0.4499999900000001,0.241747642458221,2.7307131218693277
0700,1.297303,0.5278605318327264,0.5965664590292197,0.46713911999999985,0.4128380399999999,0.1623173857191718,2.358948677801536
0710,1.4324170000000005,0.4047619047619047,0.5,0.4545454700000001,0.4545454700000001,0.3528923037864668,2.731838630661824
0725,0.37402069999999993,0.4864864864864865,0.3648648648648649,0.45238095999999994,0.3809523899999999,0.1465079327379848,1.285564776696637
0726,1.2425670000000004,0.5192307692307693,0.4903846153846154,0.3750000000000001,0.3392857000000001,0.1251943302659937,1.6545656525447034
0735,1.424948045564752,0.5245901639344263,0.5425598991172762,0.4924304154998741,0.4092027320447496,0.3497337016289346,3.002943750427465
0740,1.0454407968759267,0.5828407660281357,0.5379899336046262,0.5375351578847162,0.5135196568786976,0.2234710057575466,2.792571700683781
0800,1.4819550935402406,0.56,0.52,0.4999996941677892,0.43333307494541323,0.2032480949571617,2.585801387929732
0810,NA,NA,NA,NA,NA,NA,NA
0820,1.502988,0.52,0.64,0.4230769300000001,0.4230769300000001,0.2340858486198604,2.7149631297228565
0830,1.3452679999999997,0.5555555555555556,0.5555555555555556,0.6363636299999998,0.4090909099999999,0.1616323362699461,2.640465223464921
0840,0,0.4615384615384615,0.5,0,0,0.2783547531305114,0.23655063392939923
0850,1.4007490000000002,0.5,0.6710526315789473,0.47619048000000014,0.35714287000000006,0.3552253488700088,3.0920664411233325
0860,1.3266519999999995,0.5714285714285714,0.5,0.4999999999999999,0.4999999999999999,0.1609551764612808,2.489351758298041
0900,0.8047217886697441,0.5157560497971744,0.5793384961660245,0.24814988769785984,0.21713115173562733,0.18905817562546723,1.400220362757916
0910,1.385568454941009,0.5939165458882066,0.6517372126994271,0.4315019635031837,0.38591288835474036,0.2507303811085137,2.827484342443638
0930,1.36682,0.5806451612903225,0.6774193548387096,0.44000000000000006,0.18000001000000002,0.3399250265932537,2.7575038628352084
0940,1.29371,0.625,0.625,0.5833333100000001,0.5833333100000001,0.3116015023266654,3.6907999102533617
0950,1.3608710552953294,0.5832309582309583,0.5924447174447174,0.503756226065202,0.45429672895935813,0.2494183004918407,2.9426123886722637
1005,1.154269,0.6346153846153847,0.5,0.60000002,0.60000002,0.1692589723694258,2.9526898511617503
1006,1.1981499999999996,0.6174242424242424,0.553475935828877,0.6510695199999996,0.5033422699999998,0.3154295398018763,3.4626955956595795
1007,1.2501460000000002,0.6521739130434783,0.5434782608695652,0.7500000000000001,0.7500000000000001,0.2219611271797774,3.879873918006288
1010,1.2715060000000002,0.95,0.6833333333333332,0.8529411600000002,0.6470588400000001,0.3100317881564861,5.018235102918267
1020,1.851093411086344,0.8728070175438596,0.5307017543859649,0.8788995059053057,0.8773245472410995,0.30580128154625835,5.304396437228316
1030,1.6977951570925192,0.8413461538461537,0.6339743589743589,0.9588336384354986,0.9284234235150115,0.3235761594245935,5.705932317211092
1050,0.3838317662328426,0.6151911917771388,0.644411681215607,0.6333456207459165,0.5300442315606997,0.33613255205253084,3.40985206285212
1060,2.0646061216915843,0.9199960332294849,0.628231681831006,0.9342403062971759,0.8948911474882075,0.30670613269545177,5.816901814705929
1105,0.7895315000000003,0.7297297297297298,0.5135135135135136,0.5249999800000001,0.47499999000000015,0.2663084288736497,2.96474771657591
1106,0.5803305999999999,0.6352227393617021,0.5433011968085106,0.5944055899999999,0.5352563899999999,0.2572961979199385,2.980129335476988
1107,1.9265170788237298,0.7357861863332168,0.5969636725035986,1.1493189950268672,1.1403258140794843,0.2994614544892288,6.2184120908982585
1200,1.516474,0.5,0.537037037037037,0.43333334,0.30000001,0.1581477988708334,1.966682772318766
1220,1.4000199999999998,0.6290322580645161,0.6290322580645161,0.6874999999999999,0.6562499999999999,0.3074955646855726,4.072346813555849
1240,1.1876227618958308,0.8638011695906432,0.6885797827903091,0.6744504850500473,0.6017518975818626,0.3456768037077678,4.547215121924803
1300,1.0407650000000002,0.45471236230110157,0.39932680538555687,0.29276316,0.24067982999999998,0.19666967405244662,1.1712408538316421
1310,0.21820257618327027,0.5111372191863995,0.4241150343281491,0.2661687389398907,0.23605506515342578,0.15452057429733143,0.7847924585928807
1320,1.338738,0.5714285714285714,0.5178571428571428,0.3611111,0.27777779,0.1955306356404219,1.947166357839377
1340,0.9641937500000002,0.5078347578347578,0.4358974358974359,0.47023809000000005,0.47023809000000005,0.23056018562856379,2.2266799049785364
1350,1.341336,0.4615384615384615,0.3461538461538461,0.3461538599999999,0.3461538599999999,0.1962682530955937,1.509600612357747
1360,1.2824220443852,0.4821428571428571,0.4545454545454546,0.3357486169679788,0.26496407672875205,0.2053823863919811,1.5916317238323254
1400,1.1418120000000005,0.7272727272727273,0.3181818181818182,0.3611111000000001,0.33333334000000003,0.3219327084988922,2.3183775990681164
1410,0.8966485895186767,0.591229443831054,0.4269893401515968,0.48315583759710085,0.30441182774391373,0.1918544931839393,1.8802772284184395
1420,1.3422362696469263,0.5555555555555556,0.5,0.5173465308841678,0.4816674845918145,0.2082842689802057,2.6286641661954313
1430,1.131928913440559,0.5527467490432005,0.5215730950884613,0.43876959864789095,0.40741141247906687,0.2572565689170133,2.4629309164633346
1440,0.5472170153017855,0.4210526315789473,0.4035087719298245,0.21666655727583337,0.21666655727583337,0.205678879643531,0.7622413662588681
1450,1.037278,0.48780487804878053,0.3170731707317073,0.42857143000000003,0.42857143000000003,0.1867535245938849,1.659609051385004
1460,1.004709,0.5312935096519228,0.5007630338957288,0.37366301,0.31368133,0.2647498802182459,2.045525745577279
1520,1.2973645,0.5046296296296295,0.4652777777777778,0.21980676000000005,0.15338163999999999,0.21666558405719522,1.2639359084975827
1530,1.045228831735859,0.5363248100138345,0.4605866483662536,0.42409372574133225,0.3722085920662266,0.2151057677118678,2.0231489621107532
1540,0.8937528236381244,0.5324403459932392,0.4967419827071948,0.3662826767787015,0.33786424732819953,0.227163268059971,1.896497323600291
1550,0.3330103422597291,0.39063654579347473,0.3267440696902703,0.37140673340283004,0.3210661418374981,0.20761513880063942,0.9617669205069449
1560,0.08523237075046794,0.5,0.5106382978723404,0.24999991420653395,0.21666659564566165,0.2219576064079001,1.0583323271552187
1600,0.7320402779605264,0.43080094158558835,0.590139948902642,0.42010822348086124,0.3608478568779905,0.23467757183908255,2.0017588234687556
1610,0.9515658898463031,0.5277460788094209,0.4541890517993016,0.44488490663013647,0.3410479962063716,0.2422189117616512,2.026121496975014
1640,0.040734277377921776,0.43142409919308117,0.46713494182705995,0.20955729771117793,0.17652119597836144,0.15422970650804826,0.4258474036255733
1650,1.2906091763233185,0.5172336604740038,0.5674652600618266,0.4644483485228899,0.2912443081080114,0.20236015356201673,2.1650228151254054
1700,1.3476434917030569,0.7287117903930131,0.6217521834061135,0.6202431683580786,0.3987978522008734,0.2459824506643848,3.351614824867376
1710,1.373917,0.5652173913043478,0.6086956521739131,0.46296296,0.37037036,0.3214338446559301,2.9587639692323573
1720,0.5494816595872462,0.38934679308085635,0.410664126333863,0.34877766810438965,0.3109720805852807,0.2555073649222377,1.328137262949587
1740,0.8567496693765497,0.49756850302073113,0.5994581524898244,0.4678388787761246,0.3209848201186681,0.1743618868767256,1.9842172148611823
1760,1.140157,0.4565217391304347,0.4456521739130434,0.37499999999999994,0.3333333399999999,0.1699525234715482,1.5523549272946746
1800,1.4037639999999998,0.5526315789473684,0.6173245614035088,0.5692307899999999,0.5249999799999999,0.3277389094051159,3.4968093153853426
1820,0.9786552435827967,0.405764485675364,0.4593375007285334,0.23890855687974533,0.20160049101704594,0.21165586766918154,1.0530572393187683
1840,1.2275160000000005,0.4772727272727273,0.5795454545454546,0.5400000200000001,0.5400000200000001,0.3298075491547521,3.1930645748133393
1860,1.3700923813501624,0.5581851401735245,0.6972032439969611,0.46054865089266145,0.44958411428294404,0.24871877471191198,3.0230749922296147
1900,0.09558298984830199,0.39231021233120106,0.3175639658848614,0.32408568113977887,0.28898811334735425,0.12056235524904024,0.387279930056017
1910,0.3012355,0.4166666666666666,0.2666666666666666,0.3611111,0.27777779,0.091298716107831,0.3515310642548742
1920,0.0628057,0.3928571428571428,0.3928571428571428,0.25,0.21875,0.1568241823280997,0.38029666738451184
1930,0.16967429999999997,0.18506493506493504,0.28409090909090906,0.11340851999999996,0.03822055099999999,0.1573063054065258,-0.8017997380962452
1965,0.5111804838073832,0.5373717809513187,0.4877352577221713,0.39924316969527135,0.2783895885365635,0.17707661489011067,1.489401713127702
2000,0.9479547,0.2518078349996856,0.3566937055901402,0.26838235666666665,0.21384804000000002,0.2627218933838822,0.8043763014019569
2010,0.9431171666666668,0.28581349206349205,0.3586805555555555,0.19571774999999997,0.14243557333333334,0.22269166565202028,0.44930943929592226
2015,0.5272448000000001,0.39473684210526316,0.44736842105263147,0.16666667000000002,0.16666667000000002,0.2884751437161059,0.8975688888594637
2016,0.4652255,0.39285714285714285,0.375,0.25,0.15000001,0.2576125497878564,0.7264020528237564
2025,0.3758817319431205,0.42958749614185665,0.4262933393355224,0.39140374162932956,0.2754141872683509,0.24711285114325718,1.3379425051967901
2040,1.282559,0.3333333333333333,0.23809523809523797,0.07142857499999998,0.07142857499999998,0.2947585253587626,0.3188772143952952
2050,1.2109219999999998,0.4393939393939394,0.4545454545454546,0.31578945999999997,0.26315789999999994,0.2246331379710618,1.511894205454936
2060,NA,NA,NA,NA,NA,NA,NA
2100,1.3287829999999998,0.425,0.475,0.38636363,0.31818180999999995,0.1802546459451798,1.655911066082063
2105,1.4629730000000003,0.5172413793103449,0.4482758620689656,0.52631581,0.31578946,0.0738564995251544,1.6944472392414958
2145,1.292055,0.525,0.45,0.5,0.41666666,0.0571226791211703,1.7436383388386383
2160,1.0576,0.7648809523809523,0.5372023809523809,0.48529412000000005,0.34033614500000003,0.13898354545226235,2.3836980825247833
2200,1.0422644137285897,0.4777398851251354,0.45193290481814086,0.32777605491664086,0.2589022201193755,0.31319002865605583,1.839193537970129
2300,0.09888925039410895,0.22841868507404905,0.30731673728745174,0.07166509906629254,0.07166509906629254,0.18401588222407117,-0.6127544974882844
2310,1.0065929869573151,0.32221695836899544,0.3201130851000919,0.12687439754625518,0.12687439754625518,0.1992732533968623,0.22521025260560984
2320,1.1187441016703628,0.3333333333333333,0.3405655292077437,0.22971093420122524,0.2154725485734799,0.1930815085333967,0.6782729619404886
2330,0.65203115800663,0.3319345034024084,0.2888410731757489,0.1632276126812964,0.1576531034136051,0.20029986363768834,0.1678879827598942
2340,0.790560047876719,0.45272696163654946,0.29031054567866266,0.15162829212909162,0.12954323283071856,0.2792403578908499,0.6567095632616181
2400,0.38962597484567896,0.3938434048083171,0.40086215195052094,0.2761918387962963,0.24516144819135796,0.25403039159994445,0.9804054764883459
2430,1.4828420134936142,0.5350877192982456,0.5,0.5979591600968255,0.5979591600968255,0.2710956183291507,3.256478622232935
2440,0.037965,0.5673076923076923,0.5288461538461539,0.35714287,0.17142858,0.3242488955338949,1.6671605783022465
2540,1.1113559999999998,0.5303030303030303,0.3636363636363636,0.3499999899999999,0.27500000999999996,0.2654258860984003,1.6880018948145357
2550,1.279465455396801,0.48206492243679616,0.5255585455203292,0.44083436535034637,0.4249654759331146,0.3179888841023735,2.6559063584819094
2600,0.6599872229714019,0.48520312036495117,0.4176202005948897,0.23456681674029292,0.14902663189095555,0.2216989527483402,0.9069376754731062
2630,0.2799111714285714,0.39318923399798356,0.350747336635316,0.18238445685714286,0.14779528842857143,0.2237524414458159,0.35521407756611667
2700,0.1590935,0.1875,0.15625,0.052631579,0,0.1546571110257359,-1.2592634539806482
2710,0.938756515228338,0.4695853791598472,0.4369885433715221,0.24273958327946824,0.16810621904726314,0.1745558677791689,0.915888628317585
2720,-0.5766769666666668,0.20416666666666666,0.10370370370370367,0.07589285666666669,0.03571428666666668,0.16128964158051,-1.4952059903875934
2740,-2.3693270736589276,0.08965172137710165,0.07730184147317849,0.025906440369895915,0.025906440369895915,0.11232360833373925,-2.7770898506347392
2750,0.4394788063837025,0.5593447905477981,0.2066774078052273,0.1666665430170526,0.10833324979450755,0.1187930872757477,-0.047464836858739035
2760,NA,NA,NA,NA,NA,NA,NA
2800,0.8493547000000004,0.65,0.5375,0.37500000000000006,0.25000000000000006,0.4139907094962592,2.6841799952941954
2810,2.3462406824149777,0.65,0.6333333333333333,1.1647041385131287,1.1647041385131287,0.3891097042254527,6.70115222741408
2825,1.2849270000000002,0.5909090909090909,0.7878787878787878,0.6944444200000001,0.6111111000000001,0.3652853004130527,4.403955672596786
2830,1.128221,0.6470588235294118,0.6470588235294118,0.64285713,0.42857143,0.3674755296093486,3.697676138922535
2840,1.184001,0.7,0.6333333333333333,0.6333333299999999,0.6333333299999999,0.382811010090049,4.250884906233833
2850,0.9879274,0.8771367521367521,0.7742165242165242,0.74687499,0.61562502,0.4543481790911306,5.212672916663914
2860,1.111319,0.88,0.8400000000000001,0.8235294200000001,0.41176471000000003,0.4921989654086071,5.255337167609026
2900,0.0758565188177718,0.4535096257099903,0.2798785419551181,0.18728240673543806,0.05866411021399098,0.17166728042401838,-0.12032992332121725
2910,-0.16809730000000003,0.3854166666666666,0.21875,0.05172414000000001,0,0.280099132751599,-0.4478465280479951
2920,0.3284670293698424,0.4802820023187615,0.33900236422742047,0.05662319211215303,0.023533057789197297,0.17873901196625208,-0.128855156222991
3000,-0.1911757,0.4545454545454546,0.3181818181818182,0.09090909399999998,0.09090909399999998,0.11713762711900179,-0.4506354110756831
3010,-0.16947765378016516,0.24184434742680552,0.21695454909878065,0.09305299450934017,0.09305299450934017,0.05300607327399889,-1.2668772884272432
3030,1.342809,0.5487804878048781,0.4634146341463415,0.2857143,0.17857143,0.2227183613882257,1.5530831659963498
3040,0.5040194,0.3,0.05,0,0,0.0663425571139364,-1.5353905463402382
3050,0.6058705000000001,0.4285714285714285,0.3999999999999999,0.21428572000000007,0.16666667000000002,0.2826752009636128,0.9611172251063917
3060,0.43603153876831335,0.43067460957178655,0.366768076471339,0.12763293123535613,0.11840044806796084,0.10686622155459188,-0.0554777205023661
3110,0.1059147,0.2708333333333333,0.1101190476190476,0.072916672,0.072916672,0.0510917663480985,-1.4027659084904356
3120,0.6279185000000002,0.2857142857142857,0.2857142857142857,0.090909094,0.090909094,0.1440694525880412,-0.4031735573234917
3140,0.6329063,0.4545454545454546,0.4545454545454546,0.09090909400000001,0.09090909400000001,0.1555884202523419,0.29966123569975817
3150,0.11516150000000004,0.2890151515151515,0.34071969696969695,0.15056023000000002,0.13585435000000004,0.1333709827948478,-0.3320097227551069
3160,-0.3581922,0.1914893617021276,0.3404255319148936,0.041666668,0.041666668,0.1752458876205619,-0.94725181400577
3200,-0.2189393,0.2804878048780488,0.1707317073170731,0.090909094,0.090909094,0.10984674532900161,-1.1138372625259962
3210,0.217916197879135,0.3181818181818182,0.3636363636363636,0.18090939158766145,0.18090939158766145,0.07787212478276169,-0.24019493729550453
3220,-0.18805069999999996,0.2023809523809523,0.1904761904761904,0.06818181999999999,0.06818181999999999,0.0665779004457164,-1.4495159412768233
3230,1.146267,0.4512195121951219,0.3902439024390244,0.29166666,0.25,0.1404395050710195,1.0052293352576462
3245,-0.03319009999999999,0.26,0.34,0.1,0.1,0.1415002532380318,-0.5836313380913144
3250,-0.07499580000000002,0.2702702702702703,0.22972972972972966,0.13043478000000003,0.10869565000000005,0.1623091175953754,-0.6590178446505588
3255,0.2294097,0.38019000703729766,0.33498318867776994,0.18319285,0.16097063000000003,0.1217848879879193,-0.05782519357265167
3256,0.2413191,0.16666666666666663,0.125,0.08333333599999997,0.08333333599999997,0.0812003251790216,-1.3643806500936462
3258,0.19334185,0.43586269196025285,0.3037488708220415,0.32804232999999994,0.32804232999999994,0.13631109247024753,0.6242088557527657
3260,0.7081384654347357,0.3315304487179487,0.3106303418803419,0.19711924680527754,0.19711924680527754,0.09815472472115165,0.011162118845566338
3300,NA,NA,NA,NA,NA,NA,NA
3310,-0.416508,0.1875,0.09375,0.05555555599999999,0.05555555599999999,0.0666600839026753,-1.8156198152148924
3320,-0.18272894752214744,0.33595996320141885,0.24596901322966133,0.13780095103796344,0.11703436269080625,0.09505677989091048,-0.7570072043953495
3400,0,0.18108974358974356,0.20032051282051277,0,0,0.0775144937430371,-1.6165922229581204
3420,-0.2075107771409787,0.23327331348678487,0.2245039937447548,0.1536016009595567,0.09965204151389125,0.08382044344531943,-1.0504586925728794
3500,-0.5137373000000001,0.25,0.25,0.13043478000000003,0.13043478000000003,0.0426866717172248,-1.217068436274839
3510,0,0.6176470588235294,0.5588235294117647,0,0,0.2706036886520322,0.6205950817235318
3520,0.10139660000000005,0.2857142857142857,0.238095238095238,0.023809524,0.023809524,0.1558047906154136,-0.9309634981802992
3535,-0.3674011177410816,0.40641021922642745,0.2706891087816,0.41776574975921116,0.36868240683744563,0.09944433806432883,0.3867973122736285
3540,0.4283452674768471,0.3628013815021113,0.3443189739955661,0.15953961242806658,0.1538652833562627,0.15082507243003157,0.05629604297023466
3600,-1.0568957179481346,0.07565694352338798,0.10674003885465982,0.03266409415332121,0.020989041651615106,0.028914190050432578,-2.5060013270861377
3610,-0.35866253528633535,0.2649186021279044,0.217581380372078,0.12977726974862977,0.12977726974862977,0.09892638235019786,-0.9935436394318027
3620,-0.6326054190238128,0.16194409458453657,0.11673549885627238,0.03047383023023287,0.03047383023023287,0.06551721324840401,-2.0052517782665698
3630,-1.4102330000000003,0.074074074074074,0.1851851851851851,0,0,0.0118943161548162,-2.655612905397286
3640,-0.5268759,0.2666666666666666,0.1,0.125,0.125,0.0558155612596536,-1.4707422674627915
3645,0.14979169999999997,0.358974358974359,0.141025641025641,0.125,0.125,0.0698489375075638,-0.889243138961
3646,1.06259,0.875,0.2321428571428571,0.60000002,0.60000002,0.0949151126382905,2.5535682529364307
3647,-0.1552654,0.38,0.14,0.5,0.11764706,0.1124012128873188,-0.16553027844671458
3648,-0.7735823999999998,0.2222222222222222,0.1481481481481481,0.14285714999999996,0.14285714999999996,0.0344974365356819,-1.5634995024104308
3649,-0.2778475000000001,0.1829268292682926,0.1097560975609756,0.08333333600000001,0.08333333600000001,0.0287236350125179,-1.7637751288012202
3655,-0.004059389989836062,0.3169636155381112,0.09232595908937274,0.1914237144314717,0.1730060432566261,0.05206919815075592,-0.9749734861929737
3700,-0.5584278,0.2826086956521739,0.2826086956521739,0.13043478,0.13043478,0.1351100969720057,-0.777296146604849
3710,-0.19232980000000005,0.3289473684210526,0.3552631578947368,0.22499999000000007,0.22499999000000007,0.0852902951940878,-0.2073875916391822
3720,-0.5930207077656025,0.4150943396226415,0.4056603773584905,0.16666658786845,0.16666658786845,0.014613301681284403,-0.5842149087393004
3730,NA,NA,NA,NA,NA,NA,NA
3740,-1.3202314747178,0.1403508771929824,0.087719298245614,0.03333332173762828,0.03333332173762828,0.0873392959298215,-2.2952358404001116
3750,0.017003796586447163,0.27694650121120706,0.38302710361533887,0.2726652565374067,0.21701070526307534,0.10418177025163544,-0.026273960247580747
3800,-0.6989274000000001,0.148538961038961,0.19967532467532464,0.06730769500000001,0.05769231000000001,0.1741697552238517,-1.3775707615429114
3820,0.2255915598943123,0.397410759175465,0.3477375565610859,0.28866105454146707,0.24425167306444992,0.1502778131666247,0.4616464812879713
3840,-0.54125495,0.30230186480186483,0.23980186480186477,0.10733695500000001,0.08605072400000001,0.1448907675521049,-0.9185833230212754
3850,-0.6673053507659384,0.35096341862149877,0.24775840293545912,0.1798287981616654,0.1571916008421147,0.15664454852719994,-0.543870729618859
3900,-0.5946321000000001,0.35,0.1333333333333333,0.06250000000000001,0.06250000000000001,0.2077313244990273,-0.972207227180447
3910,0.7483108,0.3888888888888888,0.3888888888888888,0.29411766,0.23529411999999997,0.1894745840819405,0.8735793884812251
3930,-0.38190087757095964,0.16883026967147846,0.25049929300111035,0.17714487855684355,0.1417159087975427,0.15194197142345398,-0.8163946109764607
3940,-0.5699511000000002,0.1052631578947368,0.2631578947368421,0,0,0.21408020129774516,-1.3737413407564858
3945,-0.5068558,0.26,0.23,0.13461539,0.13461539,0.2247596882553509,-0.5690184418343058
3955,-0.08884577560278883,0.2032882545635759,0.2259018141987365,0.034102722854975634,0.025874441730157193,0.17803670389005452,-1.0850531614840841
4000,-0.2676433,0.2619047619047618,0.2619047619047618,0.14285715,0.14285715,0.1568799413816689,-0.6142066200514757
4010,-0.2575491999999999,0.5111111111111112,0.2555555555555555,0.30769231999999996,0.21153845999999996,0.1399701930112187,0.22005217682458364
4020,-0.7091676518213639,0.0704721403693592,0.08569693039320031,0.05460831448978654,0.013372530560232953,0.15885425952990456,-1.9287386988522506
4030,-1.2264159999999995,0.037037037037037,0.0462962962962962,0.06451612699999999,0.03225806399999999,0.1490145407205766,-2.2603178140311004
4040,-0.6159883,0.1944444444444444,0.1388888888888889,0,0,0.18464858904821613,-1.58402459586424
4050,-1.0125735877234692,0.0970394736842105,0.1154057017543859,0.03561033565347312,0.03561033565347312,0.1693810219179641,-1.892571118220667
4110,-0.9481003000000003,0.183673469387755,0.2244897959183673,0.14000000000000004,0.14000000000000004,0.2992029242013945,-0.6153901225800035
4120,-0.7270206000000001,0.1296296296296296,0.1111111111111111,0,0,0.1275828175828237,-2.0110511017566406
4130,-1.927078,0,0,0,0,0.0877915660668576,-3.1100110413767896
4140,-1.738612,0,0,0,0,0.0175904877428979,-3.284452149013639
4150,-0.0565477,0.22857142857142848,0.3285714285714285,0.36363636999999993,0.31818181,0.36807009262008655,1.0579582462335395
4200,-0.5854127999999998,0.2653061224489795,0.2551020408163265,0.23076922999999994,0.23076922999999994,0.1668788461485789,-0.3761901776892617
4210,-0.5548870999999999,0.3545454545454545,0.2454545454545454,0.14285714999999996,0.14285714999999996,0.1200807655311671,-0.7228450489540821
4220,-1.436201,0,0.0277777777777777,0.043478262,0.043478262,0.1075530727664869,-2.6155512973376798
4230,-1.480657,0,0.05882352941176469,0,0,0.0081162949815227,-3.0936523845158357
4240,-0.7255374,0.25,0.22916666666666663,0.06666667,0.06666667,0.11794594377991259,-1.3223149014564486
4250,-1.4787071666666667,0.046973803071364,0.046973803071364,0.02948718033333333,0.023076923666666662,0.05601375437605897,-2.7573553798254675
4320,0.31544729241449276,0.3972489157410456,0.35095626807869823,0.15204921592272655,0.12919019959843167,0.27316405124144477,0.4615969567661787
4340,-0.9167759,0.1034482758620689,0.1379310344827586,0.052631579,0.052631579,0.0576717174456,-2.129649847150714
4350,-0.8890408000000002,0.2727272727272727,0.1818181818181818,0.045454547,0.045454547,0.2493175530767327,-1.0546670842761767
4400,0.0945383689114595,0.1463862592146981,0.15553887192217947,0.07687686925921838,0.0692492571285052,0.3353414989856734,-0.5314830342079373
4420,-0.24209589999999995,0.1428571428571428,0.1999999999999999,0,0,0.253073064796022,-1.1593125837028135
4430,-0.5159694315078903,0.20665453729591948,0.3535493510362755,0.15327362498589123,0.10186290980184401,0.30628591932491556,-0.1632402134821173
4460,-0.5633224047675103,0.16391079720096782,0.21387482833039043,0.14223299341965862,0.038461539999999995,0.1825894376056216,-1.1397045291107522
4465,-0.1903759,0.16279069767441856,0.09302325581395342,0.11363637,0.11363637,0.1125513268937668,-1.3833151229629557
4500,-0.7294621,0.1617647058823529,0.0735294117647058,0.125,0.075000003,0.0995660780302392,-1.749724271405813
4510,-0.6824517,0.0789473684210526,0.0526315789473684,0.043478262,0.043478262,0.0898091566064411,-2.1742847189836247
